query,clicks,impressions,ctr,position
スターリスト お初天神,0,15,0.0,9.4
スターリスト 梅田,0,48,0.0,9.1
スターリスト梅田,0,22,0.0,9.14
ステーキ ishida． リンクス梅田,0,5,0.0,23.8
ステーキファイブと寿司六,0,2,0.0,28.0
スナック kumachan,0,3,0.0,10.33
スナック nico,0,1,0.0,5.0
スナック sara,0,1,0.0,5.0
スナック うみ,0,1,0.0,8.0
スナック よしこ,0,3,0.0,6.67
スナック ニコ,0,2,0.0,5.0
スナック 大阪,0,1,0.0,1.0
スナック 梅田,0,1,0.0,19.0
スナック 美魔女,0,1,0.0,9.0
スナック51,0,12,0.0,6.19
スナック557,0,1,0.0,10.0
スナックnico,0,2,0.0,5.5
スナックsara,0,11,0.0,8.82
スナックおゆき,0,6,0.0,8.5
スナックかくれんぼ,0,4,0.0,2.25
スナックかつら,0,1,0.0,4.0
スナックぴえろ,0,1,0.0,7.0
スナックよしこ,0,3,0.0,6.67
スナックわかめ,0,11,0.0,6.82
スナッククラン,0,2,0.0,9.0
スナックパーク ビールスタンド,0,1,0.0,11.0
スナックユートピア,0,6,0.0,6.11
スナック幸子,0,1,0.0,5.0
スナック梅田,0,1,0.0,13.0
スナック美魔女,0,2,0.0,7.5
スナック花嫁修業,0,16,0.0,9.19
スナック花嫁修業 大阪市 レビュー,0,24,0.0,4.71
スパイスカレー 大阪,0,1,0.0,1.0
スマイル バー,0,1,0.0,1.0
スーパーポジティブバー,0,37,0.0,8.98
セブンアイルズ,0,1,0.0,9.0
ゼゼヒヒ,0,1,0.0,10.0
ソレイユ ルナ ザ オーセンティック,0,3,0.0,10.67
ソレイユルナ,0,1,0.0,10.0
ソレイユルナザオーセンティック,0,1,0.0,16.0
タイ スナック,0,1,0.0,1.0
タイガー 東通り,0,3,0.0,10.33
タイパブ,0,16,0.0,8.06
タイ人 パブ 大阪,0,1,0.0,13.0
タキシードパーク,0,2,0.0,11.0
タコスとメキシコビーフ aprecio,0,1,0.0,19.0
タコハウス 梅田,0,1,0.0,17.0
タナカンチ,0,26,0.0,9.12
タバコ吸える,0,3,0.0,3.0
タバコ吸える？,0,1,0.0,2.0
タンとハラミ 梅田,0,3,0.0,31.67
タンとハラミ 梅田 ハナレ店,0,7,0.0,16.43
タンとハラミ 梅田店,0,1,0.0,25.0
タンとハラミとホルモンの店,0,2,0.0,42.5
ダイナース ラウンジ 大阪,0,1,0.0,77.0
ダイニングバー eight 北新地 ダイニングエイト,0,4,0.0,11.75
ダイニングバーpiano,0,2,0.0,37.5
ダイニングバーｒｕｓｈ,0,5,0.0,13.8
ダイニングバーｒｕｓｈ 大阪市,0,4,0.0,3.75
ダーツバー ジーノ,0,3,0.0,9.67
ダーツバー&カラオケバー zino,0,1,0.0,12.0
ダーツバーカラオケバーzino,0,1,0.0,11.0
ダーツバー＆カラオケバー zino,0,4,0.0,14.75
ダーツバー＆カラオケバー zino （ジーノ）天満店 北区 ７,0,2,0.0,7.0
ダーツバー＆カラオケバー zino （ジーノ）天満店 北区 ７ レビュー,0,23,0.0,3.48
ダーツバー＆カラオケバー zino（ジーノ）梅田お初天神店,0,5,0.0,11.0
ダーツバー＆カラオケバー zino（ジーノ）梅田中通り店,0,2,0.0,7.0
ダーツバー＆カラオケバー zino（ジーノ）梅田東通り店,0,16,0.0,7.31
チカサカバ,0,6,0.0,27.5
チャイニーズ食堂菜々,0,14,0.0,28.0
チル ラウンジ 梅田,0,6,0.0,7.33
チルラウンジ,0,1,0.0,1.0
チルラウンジ 梅田,0,60,0.0,8.42
チルラウンジ梅田,0,3,0.0,8.67
チンクエチェント cinquecento,0,3,0.0,13.67
ツギヱ 北区 ６ レビュー,0,16,0.0,9.44
ツクシ 梅田,0,2,0.0,9.5
ティールームのもか,0,4,0.0,31.75
テラス 喫煙 カフェ,0,3,0.0,16.0
デグラセ,0,8,0.0,23.63
デモンズバー,0,5,0.0,11.0
トモ・カラオケ喫茶,0,3,0.0,40.0
トリッキーズ,0,2,0.0,10.0
トリッキーズ 大阪,0,1,0.0,12.0
ドアラウンジ 北新地,0,4,0.0,10.25
ドアラウンジ北新地,0,3,0.0,9.33
ドトール タバコ 吸える 店,0,2,0.0,9.0
ドトール タバコ吸える,0,4,0.0,12.0
ドトール 喫煙,0,16,0.0,10.82
ドトール 喫煙 可能 店舗,0,7,0.0,7.43
ドトール 喫煙可,0,1,0.0,8.0
ドトール 喫煙可能,0,4,0.0,9.75
ドトール 東梅田,0,1,0.0,20.0
ドトールコーヒー 喫煙,0,1,0.0,11.0
ドトールコーヒー 喫煙可,0,1,0.0,12.0
ドトールコーヒー 喫煙席,0,1,0.0,11.0
ドトールコーヒーショップ東梅田店,0,13,0.0,32.92
ドトールタバコ,0,1,0.0,11.0
ドトールタバコ吸える,0,5,0.0,11.6
ドトール喫煙,0,3,0.0,11.75
ドトール喫煙可能,0,4,0.0,10.25
ドランケン（ｄｒｕｎ‐ｋｅｎ）,0,4,0.0,44.25
ドリヤード 喫煙,0,3,0.0,7.25
ナチュラルカフェ菜園,0,20,0.0,9.7
ナビオ 喫煙所,0,1,0.0,13.0
ニチヨウビ,0,63,0.0,7.78
ニチヨウビ 焼酎,0,8,0.0,10.5
ニチヨウビ 難波,0,30,0.0,7.37
ニュイ 大阪市福島区福島,0,4,0.0,35.0
ニューオータニ大阪 喫煙所,0,1,0.0,11.0
ニューワクラ links umeda店 レビュー,0,1,0.0,11.0
ニューワクラ linksumeda店,0,3,0.0,24.33
ネル 大阪市 レビュー,0,1,0.0,11.0
ノマール 北新地,0,2,0.0,12.5
ノース トランク グランフロント,0,1,0.0,24.0
ノーストランク,0,7,0.0,10.71
ノーストランク 梅田,0,3,0.0,13.33
ハタ坊 北新地,0,1,0.0,19.0
ハプニングバー 大阪,0,1,0.0,3.0
ハンバーグフル,0,11,0.0,11.45
バルチカ 喫煙所,0,9,0.0,7.89
バルチカ 鉄板神社,0,2,0.0,7.5
バルチカ03 喫煙,0,7,0.0,11.14
バルチカ03喫煙所,0,5,0.0,9.8
バル・デ・バロ,0,4,0.0,32.0
バー,0,3,0.0,1.0
バー サードストーン bar third stone 梅田店,0,7,0.0,26.57
バー ジュニパー,0,9,0.0,9.67
バー ジーセンス 大阪府 大阪市北区 曽根崎新地 1-1-28 ひし好ビル 4 osaka,0,11,0.0,10.45
バー ジーノ,0,1,0.0,8.0
バー デジャヴ レビュー,0,5,0.0,9.2
バー ボタ,0,5,0.0,31.8
バー モーメント,0,3,0.0,9.0
バー 近く 400m 以内,0,1,0.0,2.0
バーうめ,0,1,0.0,50.0
バーアライブ,0,4,0.0,11.25
バーイレブン,0,1,0.0,10.0
バーエレファントサーカス,0,1,0.0,11.0
バーキャンドル,0,4,0.0,6.0
バーキングス,0,2,0.0,5.0
バーサラバ,0,1,0.0,12.0
バーシックス,0,2,0.0,9.5
バージュニパー,0,13,0.0,8.54
バースマイル,0,2,0.0,1.0
バーセレニティー,0,10,0.0,9.7
バーデジャブ,0,1,0.0,31.0
バープログレッソ,0,6,0.0,9.67
バーポジティブ,0,31,0.0,6.16
バーミス,0,11,0.0,14.36
バーミス 梅田,0,11,0.0,8.55
バームーンウォーク bar moon walk なんば店,0,10,0.0,25.3
バーモーメント,0,15,0.0,11.27
バーモーメント 西天満,0,4,0.0,8.75
バーレモン,0,1,0.0,4.0
バー・ジュニパー,0,10,0.0,14.2
バー・リーフ（ｒｅｅｆ）,0,3,0.0,22.33
バーｄｅｐｔｈｓ,0,5,0.0,25.6
パブスタプラス大阪梅田阪急東通り店,0,2,0.0,16.5
パライソ 天満,0,3,0.0,9.0
パルコ 喫煙所,0,15,0.0,9.13
パルコ喫煙所,0,4,0.0,8.0
パルコ心斎橋 喫煙所,0,2,0.0,9.0
パレット 北新地,0,2,0.0,19.5
パワースポット 梅田,0,1,0.0,4.0
パンダ厨房,0,7,0.0,9.71
パンダ厨房 梅田,0,7,0.0,8.86
ヒョンギョン,0,1,0.0,27.0
ヒルトンプラザイースト 喫煙所,0,17,0.0,10.81
ヒルトン大阪 喫煙所,0,2,0.0,26.0
ビアンバー,0,1,0.0,1.0
ビアンバー bar来夢 レビュー,0,4,0.0,8.25
ビアンバー 大阪,0,2,0.0,1.0
ビストロ ええとこ,0,11,0.0,9.0
ビストロ テソロン ウナ ベッコ,0,1,0.0,19.0
ビストロええとこ,0,21,0.0,9.1
ビストロバード 梅田,0,12,0.0,6.17
ビストロ馬四郎 梅田店,0,7,0.0,18.43
ビッグエコー big echo 梅田東通り店,0,3,0.0,46.67
ビッグエコー big echo 阪急東通り店,0,3,0.0,46.67
ビッグエコー 喫煙可能,0,1,0.0,8.0
ビバハウス 梅田,0,2,0.0,12.0
ビールスタンド,0,1,0.0,2.0
ピアノバー 大阪,0,1,0.0,11.0
ピノキオ fujio coffee 大阪駅前第3ビル店,0,22,0.0,8.55
ピノキオ 梅田,0,17,0.0,9.18
ピポロ,0,23,0.0,8.48
ピポロ 大阪,0,3,0.0,8.67
ピポロ 梅田,0,8,0.0,7.63
ピポロ 焼肉,0,7,0.0,9.71
ピンポンバー 天満,0,11,0.0,10.55
ピンポンバー天五バス停前,0,16,0.0,9.0
ファイヤーボンバー バー,0,18,0.0,9.11
ファナ ティー,0,2,0.0,41.0
ファナティー hep前店,0,1,0.0,41.0
ファナティー お初天神2,0,8,0.0,21.75
ファナティー お初天神店,0,8,0.0,12.63
ファナティー 梅田,0,2,0.0,39.0
ファナティー 梅田中通り店,0,6,0.0,37.83
ファナティーお初天神店,0,3,0.0,11.67
ファープレーン パルコ,0,1,0.0,17.0
フィリピンパブ,0,1,0.0,46.0
フェスティバルタワー 喫煙所,0,1,0.0,26.0
フォルチェ failte,0,1,0.0,50.0
フジオ珈琲 与力町,0,3,0.0,12.0
フジオ珈琲与力町店,0,6,0.0,13.83
フムス シーシャ,0,9,0.0,10.33
フレッシュ 難波,0,10,0.0,10.3
ブランチ 喫煙所,0,1,0.0,5.0
ブリッジ,0,1,0.0,4.0
ブロスバー,0,8,0.0,9.63
プラス 梅田,0,1,0.0,30.0
プラスグラフ,0,14,0.0,6.64
プラスグラフ 梅田,0,18,0.0,9.5
プラス梅田,0,2,0.0,78.0
プレステル天満 写真,0,36,0.0,7.44
プロント タバコ,0,1,0.0,11.0
プロント 中之島,0,1,0.0,35.0
プロント 喫煙,0,3,0.0,30.0
プロント 喫煙可,0,3,0.0,17.75
プロント 喫煙可能,0,1,0.0,10.0
プロント 喫煙席,0,1,0.0,11.0
プロント 喫煙所,0,1,0.0,8.0
プロント 堂島,0,1,0.0,30.0
ベイプ 居酒屋,0,1,0.0,6.0
ベジともアップキッチン,0,2,0.0,23.0
ベジともアップキッチン レビュー,0,1,0.0,16.0
ベル 梅田,0,12,0.0,35.42
ペロペロ バー,0,4,0.0,7.0
ペロペロばー,0,2,0.0,11.5
ペロペロバー,0,60,0.0,9.17
ペロペロバー 北新地,0,1,0.0,6.0
ペロペロパー,0,2,0.0,7.5
ホテルニューオータニ大阪 喫煙所,0,6,0.0,13.17
ホリーズカフェ 北新地店,0,2,0.0,10.5
ホリーズカフェ 北新地店 レビュー,0,1,0.0,11.0
ホリーズカフェ 北新地店 写真,0,1,0.0,9.0
ホリーズカフェ 喫煙,0,4,0.0,9.5
ホルモン ピポロ,0,3,0.0,8.33
ホルモン ピポロ 写真,0,1,0.0,15.0
ホルモン関ちゃん,0,3,0.0,9.67
ホワイティ 喫煙所,0,4,0.0,11.75
ホワイティうめだ 喫煙所,0,6,0.0,6.67
ホワイティ梅田 喫煙可,0,4,0.0,11.0
ホワイティ梅田 喫煙可 居酒屋,0,2,0.0,9.0
ホワイティ梅田 喫煙所,0,26,0.0,16.85
ホワイティ梅田喫煙所,0,2,0.0,1.0
ホワイト ラビット タバーン,0,12,0.0,18.94
ホワイトラビットタバーン,0,2,0.0,9.0
ボクたかし,0,46,0.0,8.52
ボタ居酒屋,0,1,0.0,49.0
ボードゲームカフェ 梅田,0,1,0.0,57.0
ボードゲームバー g holic 大阪梅田店,0,4,0.0,22.25
ボードゲームバー 梅田,0,1,0.0,45.0
ボードゲームバージーホリック,0,1,0.0,21.0
ポドロ 大阪市北区黒崎町,0,4,0.0,12.25
ポパイ 大阪,0,2,0.0,44.0
ポパイ大阪,0,1,0.0,40.0
ポポロ 大阪市 写真,0,2,0.0,11.0
マイ マイ 大阪府 大阪市北区 曽根崎新地 1-3-32 新地リバティビル 6 osaka,0,1,0.0,11.0
マグマラシ 天満,0,2,0.0,16.0
マジックバー イレブン,0,2,0.0,25.5
マジックバー イレブン osaka-bar-magic,0,11,0.0,6.18
マジックバー ランディー,0,3,0.0,28.67
マズラ 梅田,0,1,0.0,23.0
マックスザホルモン 梅田,0,4,0.0,11.25
マッシュ シーシャ,0,1,0.0,11.0
マヅラ レビュー,0,1,0.0,37.0
マヅラ 喫茶店,0,4,0.0,32.5
マヅラ 喫茶店 喫煙,0,34,0.0,9.88
マヅラ 梅田,0,6,0.0,15.5
マヅラ喫茶店,0,5,0.0,21.0
マヅラ喫茶店 写真,0,1,0.0,3.0
マヅラ喫茶店 喫煙,0,23,0.0,8.83
マヅラ喫茶店 梅田,0,1,0.0,11.0
マデロン,0,1,0.0,87.0
マド ラウンジ,0,2,0.0,34.5
マニワ ガルバ,0,2,0.0,10.5
マリシエロ,0,1,0.0,25.0
マルシン 梅田,0,2,0.0,8.5
マルリキ 梅田,0,1,0.0,9.0
マルリキ 第 一 ビル,0,1,0.0,9.0
ミエル 大阪市西区阿波座,0,1,0.0,39.0
ミスターレディ ニューハーフラウンジ 大阪市 レビュー,0,13,0.0,6.85
ミュルサンヌ 大阪,0,3,0.0,13.67
ミュンヘン 淀屋橋店,0,5,0.0,22.0
ミートバル,0,4,0.0,43.25
ムッシュ 大阪,0,1,0.0,10.0
ムッシュ 梅田,0,3,0.0,9.67
ムッシュ 梅田曽根崎店,0,1,0.0,10.0
ムッシュ梅田曽根崎店,0,1,0.0,12.0
メゾンプラス,0,1,0.0,9.0
メゾンプラス 東梅田,0,13,0.0,8.92
メゾンプラス 梅田,0,2,0.0,7.0
メゾンプラス梅田,0,17,0.0,8.71
メディアカフェ ポパイ 泉の広場店,0,11,0.0,31.64
メディアカフェポパイ 西梅田店,0,1,0.0,49.0
メンバーズ道,0,11,0.0,10.36
モツの関ちゃん,0,6,0.0,21.67
モータースポーツ バー,0,2,0.0,8.0
ヤミースマイル,0,22,0.0,10.91
ヨドブルーム sake,0,1,0.0,14.0
ヨドブルーム 大阪,0,1,0.0,12.0
ヨドブルーム 梅田,0,20,0.0,10.65
ライオンハート 梅田,0,2,0.0,9.0
ライムリゾート 天満,0,2,0.0,9.0
ラウンジ アンジュ,0,2,0.0,6.0
ラウンジ 海,0,12,0.0,5.5
ラウンジアンジュ,0,9,0.0,6.33
ラウンジオースリー,0,1,0.0,20.0
ラウンジブルー,0,1,0.0,8.0
ラウンジ桜,0,1,0.0,1.0
ラウンジ海,0,6,0.0,5.17
ラシャンパーニュ,0,3,0.0,11.0
ラテーム 福島,0,2,0.0,8.0
ラトリエ ド ギニョール エ マデロン,0,1,0.0,28.0
ラトリエ・ロ・ギニョール・エ・マデロン,0,1,0.0,47.0
ラピーヌ ダイナー＆カフェ（lapine diner & cafe）,0,4,0.0,8.25
ラピーヌ 茶屋町,0,1,0.0,18.0
ラピーヌダイナー 茶屋町,0,2,0.0,7.0
ラピーヌ喫茶,0,6,0.0,30.0
ラピーヌ喫茶 レビュー,0,1,0.0,12.0
ラ・シャンパーニュ,0,14,0.0,14.0
ラ・テーム,0,8,0.0,9.88
ラーテル 天満,0,2,0.0,10.0
ラーテル天満駅,0,29,0.0,7.86
リスボン珈琲店,0,3,0.0,42.67
リビングバー堂島,0,1,0.0,33.0
リリス 梅田,0,18,0.0,9.28
リンクス 喫煙所,0,52,0.0,11.16
リンクス 梅田 喫煙所,0,1,0.0,14.0
リンクス喫煙所,0,12,0.0,11.05
リンクス梅田 喫煙所,0,14,0.0,12.65
リンダリンダ難波,0,1,0.0,21.0
リンダリンダ難波店,0,3,0.0,47.5
リーガ プレイス 肥後 橋 カフェ テラス,0,2,0.0,43.5
リーガプレイス肥後橋 カフェテラス レビュー,0,1,0.0,10.0
ルクア喫煙所,0,4,0.0,29.75
ルシュマン,0,2,0.0,8.0
ルセルクル,0,6,0.0,22.33
ルセルクル 北新地,0,8,0.0,9.63
ル・セルクル,0,1,0.0,7.0
ルージュ 喫茶店,0,2,0.0,9.0
ルージュ喫茶店,0,2,0.0,9.5
レアクラフト 福島,0,3,0.0,24.33
レストランラピーヌ,0,2,0.0,23.0
レストラン利樹,0,11,0.0,9.18
レズバー,0,2,0.0,1.5
レトロ居酒屋 大阪屋 梅田店,0,3,0.0,39.33
ローラン 梅田,0,1,0.0,30.0
ワイオリ 大阪市,0,20,0.0,8.75
ワインバッカーズ,0,1,0.0,6.0
ワインバー 530-0002,0,5,0.0,5.8
ワイン喫茶 walpurgis,0,2,0.0,8.5
一切れ焼肉 一穂 福島店,0,2,0.0,17.0
一切れ焼肉一穂 福島店,0,1,0.0,14.0
一牛 北新地店,0,2,0.0,43.0
一軒め酒場 お初天神店,0,4,0.0,11.0
一軒め酒場 喫煙,0,1,0.0,8.0
七 津屋 梅田,0,2,0.0,38.0
七代目なお,0,23,0.0,8.35
七囲炉,0,9,0.0,12.89
七囲炉 梅田,0,3,0.0,9.33
七津屋 大阪駅前第2ビル店,0,6,0.0,24.5
七津屋 梅田,0,1,0.0,35.0
七輪焼鳥 一鳥 都島店,0,5,0.0,31.6
三丁目の珈琲店,0,2,0.0,27.5
三徳 六味 梅田,0,1,0.0,22.0
三番街 喫煙所,0,1,0.0,12.0
三番館 なんば,0,5,0.0,9.6
三番館喫茶店,0,2,0.0,37.5
中々 肥後橋,0,1,0.0,9.0
中之島 bbq ガーブ,0,1,0.0,34.0
中之島 queue,0,15,0.0,10.13
中之島 タバコ吸える 居酒屋,0,27,0.0,39.6
中之島 居酒屋 喫煙可,0,33,0.0,36.56
中之島 響,0,2,0.0,34.5
中崎 バール switch,0,1,0.0,27.0
中崎バール switch,0,5,0.0,25.8
中崎町 スナック,0,2,0.0,1.0
中崎町 バー,0,3,0.0,1.67
中崎町 立ち飲み,0,1,0.0,1.0
中村屋 東通り,0,1,0.0,11.0
中村屋 梅田,0,5,0.0,15.0
中津 def,0,9,0.0,6.67
中津 ご飯,0,1,0.0,1.0
中津 もつ鍋,0,2,0.0,24.0
中津 ランチ,0,1,0.0,2.0
中津 居酒屋,0,3,0.0,3.0
中津 昼飲み,0,1,0.0,11.0
中津グルメ,0,1,0.0,3.0
中津居酒屋,0,2,0.0,1.0
中華バルjam,0,2,0.0,29.5
中華料理 大福 なんば,0,1,0.0,10.0
中華料理 好屋麺,0,2,0.0,27.5
中華料理 好屋麺 すきやめん(本店) 大阪市,0,9,0.0,9.11
中華料理 福の虎,0,2,0.0,21.5
中華料理 金明飯店 大阪駅前第3ビル店,0,4,0.0,27.75
串かつ でんがな 大阪駅前第3ビル2号店,0,1,0.0,15.0
串かつでんがな大阪駅前第２ビル店,0,8,0.0,20.25
串かつでんがな／大阪駅前第三ビル店,0,8,0.0,24.75
串かつ酒場ジェット 梅田東通り店,0,3,0.0,11.33
串かつ酒場ジェット 梅田東通り店 クチコミ,0,1,0.0,11.0
串でん わいわい,0,6,0.0,9.5
串でんわいわい,0,6,0.0,9.17
串カツ たぬき,0,1,0.0,48.0
串カツ&ワイン ageha アゲハ,0,4,0.0,41.25
串カツとたこ焼きのらっしゃいセー 新世界 ジャンジャン横丁店,0,9,0.0,36.44
串カツとたこ焼きのらっしゃいセー 梅田 お初天神店,0,10,0.0,28.7
串カツと貝だしおでん 串揚げ酒場 かわの屋,0,1,0.0,15.0
串カツと貝だしおでん 串揚げ酒場 かわの屋西梅田本店,0,14,0.0,10.29
串カツと貝だしおでん 串揚げ酒場 かわの屋西梅田本店 大阪市,0,6,0.0,11.5
串カツと貝だしおでん 串揚げ酒場 かわの屋西梅田本店 大阪市 レビュー,0,16,0.0,8.44
串カツよっとこ 梅田,0,1,0.0,17.0
串カツジェット 梅田,0,8,0.0,10.88
串カツ酒場ジェット,0,6,0.0,10.17
串カツ酒場ジェット 梅田,0,10,0.0,9.8
串家物語 喫煙,0,5,0.0,17.5
串焼 一直,0,2,0.0,7.5
串焼barしん家,0,4,0.0,40.75
丸勝 十三,0,1,0.0,11.0
丸勝駅前店,0,1,0.0,30.0
丸寿 肥後橋店,0,3,0.0,30.67
二尺七輪,0,15,0.0,8.6
二尺七輪 鳥玖,0,5,0.0,15.8
二尺七輪 鳥玖 メニュー,0,1,0.0,20.0
二尺七輪 鳥玖 レビュー,0,2,0.0,11.0
二尺七輪 鳥玖 写真,0,17,0.0,8.24
京橋 炉端焼 ロバ,0,1,0.0,35.0
京橋炉端焼ロバ,0,1,0.0,31.0
今やってるスナック,0,1,0.0,1.0
今日しかない なんば店,0,3,0.0,12.67
今日しかない 難波,0,11,0.0,8.91
仙寅,0,6,0.0,5.33
伊江人酒場,0,3,0.0,27.67
伊江人酒場 梅田,0,19,0.0,10.32
佐藤,0,1,0.0,8.0
佐藤 野田,0,6,0.0,8.33
個室 ダイニングバー eight 北新地(ダイニングエイト),0,1,0.0,12.0
個室シーシャ 白煙,0,5,0.0,38.0
健康優良不良酒場,0,78,0.0,6.29
備長串屋 わたる 西梅田店,0,5,0.0,13.8
備長串屋 わたる 西梅田店 レビュー,0,1,0.0,12.0
備長炭と宮崎鶏専門 tora鶏ya,0,1,0.0,27.0
備長炭やきとり 坂上家,0,11,0.0,16.64
備長炭やきとり 坂上家 レビュー,0,1,0.0,12.0
備長炭やきとり坂上家,0,1,0.0,15.0
備長炭焼き鳥 甲元,0,62,0.0,8.18
元かつ,0,6,0.0,21.67
元祖 串しゃぶ専門店 まつたけ心斎橋店,0,3,0.0,37.0
元祖串しゃぶ専門店 まつたけ 北新地本店,0,3,0.0,37.67
元祖串しゃぶ専門店 まつたけ 堂山店,0,2,0.0,36.5
兎我野町 バー,0,1,0.0,41.0
兎我野町 居酒屋,0,2,0.0,1.0
八銭 堂山,0,9,0.0,10.22
八銭 梅田,0,3,0.0,13.0
八銭 梅田堂山店,0,4,0.0,9.25
八銭堂山,0,7,0.0,9.86
六六 鳥焼肉はじめましたの巻 梅田北新地店,0,5,0.0,12.0
初かすみ,0,1,0.0,16.0
初かすみ酒房 日本橋店,0,34,0.0,9.12
初かすみ酒房日本橋店,0,4,0.0,9.0
初音 梅田,0,1,0.0,8.0
割烹 悦,0,9,0.0,31.89
創作居酒屋 kuishinbou,0,4,0.0,30.0
創作鉄板 一文字,0,10,0.0,23.6
創作鉄板一文字 レビュー,0,1,0.0,11.0
創彩空,0,25,0.0,9.44
創菜酒房 おん 梅田店,0,3,0.0,10.0
力丸 梅田,0,1,0.0,34.0
勝商店,0,2,0.0,9.5
勝男 タバコ吸える,0,21,0.0,9.06
勝男 喫煙,0,22,0.0,10.02
勝男 喫煙 できる,0,7,0.0,8.58
勝男 梅田,0,1,0.0,24.0
勝男喫煙,0,2,0.0,6.0
北 新地 ネカフェ,0,3,0.0,24.67
北新地 bar m,0,3,0.0,9.0
北新地 owl,0,6,0.0,9.83
北新地 r,0,1,0.0,1.0
北新地 ええやん,0,1,0.0,7.0
北新地 えん座,0,9,0.0,7.44
北新地 こまつ,0,2,0.0,8.0
北新地 とり甚 レビュー,0,1,0.0,18.0
北新地 エイト,0,1,0.0,11.0
北新地 サンボアバー,0,6,0.0,30.0
北新地 タバコ吸える 居酒屋,0,21,0.0,24.43
北新地 バー bar craftman,0,3,0.0,7.33
北新地 マッスルバー,0,2,0.0,29.0
北新地 マッスルバー レビュー,0,1,0.0,16.0
北新地 ラウンジ,0,2,0.0,5.5
北新地 ラウンジ 老舗,0,1,0.0,3.0
北新地 ラウンジ 高級,0,1,0.0,12.0
北新地 ワイン,0,1,0.0,1.0
北新地 喫煙所,0,2,0.0,12.5
北新地 喫茶店 喫煙,0,1,0.0,7.0
北新地 小松,0,1,0.0,6.0
北新地 居酒屋 喫煙可,0,6,0.0,17.17
北新地 桜,0,1,0.0,1.0
北新地 海,0,2,0.0,1.5
北新地 肉匠 soshiji,0,3,0.0,25.0
北新地barマドレ,0,13,0.0,6.0
北新地ええやん,0,1,0.0,9.0
北新地えん座,0,10,0.0,7.3
北新地スナック,0,2,0.0,5.0
北新地スナックclan（クラン） 大阪市,0,4,0.0,4.75
北新地マッスルバー,0,1,0.0,60.0
北新地ミスターレディ,0,6,0.0,13.0
北新地ラウンジ,0,1,0.0,9.0
北浜 kemuri,0,6,0.0,11.0
北浜 きのした,0,2,0.0,21.5
北浜 サムギョプサル,0,4,0.0,27.25
北浜 ダーツバー,0,2,0.0,31.0
北浜 海鮮,0,1,0.0,20.0
十三,0,1,0.0,4.0
十三 大光,0,2,0.0,8.0
十三 松風,0,1,0.0,9.0
十三屋 大光,0,11,0.0,6.55
十三屋大光,0,7,0.0,5.57
千日前まぐろセンター,0,12,0.0,29.58
卓球バー 梅田,0,2,0.0,15.5
南森町 バー,0,1,0.0,1.0
南森町 鐘鳥,0,18,0.0,7.67
博多baru 中村屋,0,6,0.0,25.0
博多baru中村屋,0,2,0.0,26.0
博多baru中村屋 レビュー,0,1,0.0,19.0
博多baru中村屋 梅田阪急東通り店,0,33,0.0,9.36
占いバール 猫のマダム,0,2,0.0,31.0
厳島 お好み焼き 大阪,0,1,0.0,19.0
厳島 天満天神橋本店,0,33,0.0,18.73
又来家,0,6,0.0,31.17
又来家金町店,0,6,0.0,32.0
反欠 天満,0,4,0.0,9.25
台湾 夜市 梅田,0,1,0.0,38.0
台湾まるごと食べ放題 台湾夜市,0,1,0.0,34.0
台湾まるごと食べ放題 台湾夜市 梅田店,0,4,0.0,29.75
台湾夜市 大阪市 レビュー,0,1,0.0,21.0
吠えるバー,0,1,0.0,9.0
呑み処 きのした,0,9,0.0,19.56
呑み処 やまだ屋,0,1,0.0,24.0
呑み処 大阪梅田ブラウン,0,2,0.0,24.5
呑み処 描喜,0,15,0.0,8.0
呑み処 描喜 レビュー,0,1,0.0,10.0
呑み処やまだ,0,10,0.0,16.3
味のたぬきん,0,1,0.0,13.0
味もんじ 南森町,0,3,0.0,9.33
味覚処焼庵,0,1,0.0,11.0
和座わざ,0,1,0.0,5.0
和民茶屋町店,0,6,0.0,30.0
和洋焼肉 大伍,0,10,0.0,31.8
和牛焼肉 moo,0,11,0.0,26.0
和牛焼肉 炭小町,0,1,0.0,12.0
和牛焼肉炭小町,0,10,0.0,20.67
和酒バル101,0,10,0.0,6.0
咲鶏や レビュー,0,5,0.0,12.2
品味居,0,41,0.0,10.88
喫煙 カフェ 梅田,0,1,0.0,6.0
喫煙できるカフェ 400m 以内,0,2,0.0,7.0
喫煙可 喫茶店,0,1,0.0,1.0
喫煙可能 喫茶店,0,1,0.0,1.0
喫煙所,0,1,0.0,15.0
喫煙所 梅田,0,1,0.0,34.0
喫煙所梅田,0,1,0.0,19.0
喫煙珈琲&bar,0,2,0.0,11.0
喫茶 サニー,0,1,0.0,1.0
喫茶 ルージュ,0,2,0.0,8.0
喫茶 ルージュ 写真,0,3,0.0,13.0
喫茶 ルージュ,0,4,0.0,9.0
喫茶 ルージュ 大阪 最寄り 駅,0,1,0.0,9.0
喫茶アドリア,0,4,0.0,10.25
喫茶アドリア レビュー,0,1,0.0,12.0
喫茶サニー,0,2,0.0,3.0
喫茶ジャバ,0,7,0.0,10.43
喫茶マズラ 梅田,0,1,0.0,12.0
喫茶マヅラ,0,2,0.0,37.5
喫茶マヅラ 喫煙,0,5,0.0,10.2
喫茶マヅラ 梅田,0,1,0.0,22.0
喫茶ミエル,0,1,0.0,5.0
喫茶ミキヤ,0,1,0.0,11.0
